                           column_name  column_type
    total_operating_revenue_cagr_3_mrq       DOUBLE
    total_operating_revenue_cagr_3_ttm       DOUBLE
                  net_profit_cagr_3_lf       DOUBLE
                 net_profit_cagr_3_mrq       DOUBLE
                 net_profit_cagr_3_ttm       DOUBLE
           net_profit_deduct_cagr_3_lf       DOUBLE
          net_profit_deduct_cagr_3_mrq       DOUBLE
          net_profit_deduct_cagr_3_ttm       DOUBLE
        net_profit_to_parent_cagr_3_lf       DOUBLE
       net_profit_to_parent_cagr_3_mrq       DOUBLE
       net_profit_to_parent_cagr_3_ttm       DOUBLE
 net_profit_to_parent_deduct_cagr_3_lf       DOUBLE
net_profit_to_parent_deduct_cagr_3_mrq       DOUBLE
net_profit_to_parent_deduct_cagr_3_ttm       DOUBLE
     total_operating_revenue_cagr_4_lf       DOUBLE
    total_operating_revenue_cagr_4_mrq       DOUBLE
    total_operating_revenue_cagr_4_ttm       DOUBLE
                  net_profit_cagr_4_lf       DOUBLE
                 net_profit_cagr_4_mrq       DOUBLE
                 net_profit_cagr_4_ttm       DOUBLE
           net_profit_deduct_cagr_4_lf       DOUBLE
          net_profit_deduct_cagr_4_mrq       DOUBLE
          net_profit_deduct_cagr_4_ttm       DOUBLE
        net_profit_to_parent_cagr_4_lf       DOUBLE
       net_profit_to_parent_cagr_4_mrq       DOUBLE
       net_profit_to_parent_cagr_4_ttm       DOUBLE
 net_profit_to_parent_deduct_cagr_4_lf       DOUBLE
net_profit_to_parent_deduct_cagr_4_mrq       DOUBLE
net_profit_to_parent_deduct_cagr_4_ttm       DOUBLE
     total_operating_revenue_cagr_5_lf       DOUBLE
    total_operating_revenue_cagr_5_mrq       DOUBLE
    total_operating_revenue_cagr_5_ttm       DOUBLE
                  net_profit_cagr_5_lf       DOUBLE
                 net_profit_cagr_5_mrq       DOUBLE
                 net_profit_cagr_5_ttm       DOUBLE
           net_profit_deduct_cagr_5_lf       DOUBLE
          net_profit_deduct_cagr_5_mrq       DOUBLE
          net_profit_deduct_cagr_5_ttm       DOUBLE
        net_profit_to_parent_cagr_5_lf       DOUBLE
       net_profit_to_parent_cagr_5_mrq       DOUBLE
       net_profit_to_parent_cagr_5_ttm       DOUBLE
 net_profit_to_parent_deduct_cagr_5_lf       DOUBLE
net_profit_to_parent_deduct_cagr_5_mrq       DOUBLE
net_profit_to_parent_deduct_cagr_5_ttm       DOUBLE
