                                             column_name  column_type
                                totbal_diff_of_cofia_mrq       DOUBLE
                                   subtotal_of_cofia_mrq       DOUBLE
                              spec_diff_of_net_cffia_mrq       DOUBLE
                            totbal_diff_of_net_cffia_mrq       DOUBLE
                                           net_cffia_mrq       DOUBLE
                      capital_contributions_received_mrq       DOUBLE
         cash_received_by_subsidiaries_from_minority_mrq       DOUBLE
                       cash_received_from_borrowings_mrq       DOUBLE
                       cash_received_from_bond_issue_mrq       DOUBLE
                  cash_received_from_other_financing_mrq       DOUBLE
                                  spec_diff_of_ciffa_mrq       DOUBLE
                                totbal_diff_of_ciffa_mrq       DOUBLE
                                      subtotal_ciffa_mrq       DOUBLE
                        cash_paid_for_debt_repayment_mrq       DOUBLE
           cash_paid_for_dividends_profits_interests_mrq       DOUBLE
               cash_paid_by_subsidiaries_to_minority_mrq       DOUBLE
                       cash_paid_for_other_financing_mrq       DOUBLE
                                  spec_diff_of_coffa_mrq       DOUBLE
                                totbal_diff_of_coffa_mrq       DOUBLE
                                   subtotal_of_coffa_mrq       DOUBLE
                              spec_diff_of_net_cfffa_mrq       DOUBLE
                            totbal_diff_of_net_cfffa_mrq       DOUBLE
                                           net_cfffa_mrq       DOUBLE
                       effect_of_exchange_chg_on_cce_mrq       DOUBLE
                          spec_diff_of_netinc_in_cce_mrq       DOUBLE
                        totbal_diff_of_netinc_in_cce_mrq       DOUBLE
                                       netinc_in_cce_mrq       DOUBLE
                                       cce_beginning_mrq       DOUBLE
                                          cce_ending_mrq       DOUBLE
                        net_profit_in_cashflow_sheet_mrq       DOUBLE
                            asset_impairment_reserve_mrq       DOUBLE
                          depreciation_of_fa_oga_pba_mrq       DOUBLE
                    amorization_of_intangible_assets_mrq       DOUBLE
          amortization_of_longterm_deferred_expenses_mrq       DOUBLE
                     loss_from_disposal_of_fa_ia_lta_mrq       DOUBLE
                  loss_from_scraping_of_fixed_assets_mrq       DOUBLE
                            loss_from_fair_value_chg_mrq       DOUBLE
                  finance_expenses_in_cashflow_sheet_mrq       DOUBLE
                                         invest_loss_mrq       DOUBLE
                     decrease_in_deferred_tax_assets_mrq       DOUBLE
                increase_in_deferred_tax_liabilities_mrq       DOUBLE
                             decrease_in_inventories_mrq       DOUBLE
                   decrease_in_operating_receivables_mrq       DOUBLE
