                           column_name  column_type
                inflow_volume_rate_big       DOUBLE
                inflow_amount_rate_big       DOUBLE
                inflow_volume_rate_mid       DOUBLE
                inflow_amount_rate_mid       DOUBLE
              inflow_volume_rate_small       DOUBLE
              inflow_amount_rate_small       DOUBLE
                inflow_volume_rate_all       DOUBLE
                inflow_amount_rate_all       DOUBLE
               inflow_volume_rate_main       DOUBLE
               inflow_amount_rate_main       DOUBLE
             outflow_volume_rate_large       DOUBLE
             outflow_amount_rate_large       DOUBLE
               outflow_volume_rate_big       DOUBLE
               outflow_amount_rate_big       DOUBLE
               outflow_volume_rate_mid       DOUBLE
               outflow_amount_rate_mid       DOUBLE
             outflow_volume_rate_small       DOUBLE
             outflow_amount_rate_small       DOUBLE
               outflow_volume_rate_all       DOUBLE
               outflow_amount_rate_all       DOUBLE
              outflow_volume_rate_main       DOUBLE
              outflow_amount_rate_main       DOUBLE
             netflow_volume_rate_large       DOUBLE
             netflow_amount_rate_large       DOUBLE
               netflow_volume_rate_big       DOUBLE
               netflow_amount_rate_big       DOUBLE
               netflow_volume_rate_mid       DOUBLE
               netflow_amount_rate_mid       DOUBLE
             netflow_volume_rate_small       DOUBLE
             netflow_amount_rate_small       DOUBLE
               netflow_volume_rate_all       DOUBLE
               netflow_amount_rate_all       DOUBLE
              netflow_volume_rate_main       DOUBLE
              netflow_amount_rate_main       DOUBLE
    active_buy_volume_proportion_large       DOUBLE
    active_buy_amount_proportion_large       DOUBLE
      active_buy_volume_proportion_big       DOUBLE
      active_buy_amount_proportion_big       DOUBLE
      active_buy_volume_proportion_mid       DOUBLE
      active_buy_amount_proportion_mid       DOUBLE
    active_buy_volume_proportion_small       DOUBLE
    active_buy_amount_proportion_small       DOUBLE
      active_buy_volume_proportion_all       DOUBLE
      active_buy_amount_proportion_all       DOUBLE
     active_buy_volume_proportion_main       DOUBLE
     active_buy_amount_proportion_main       DOUBLE
   passive_buy_volume_proportion_large       DOUBLE
   passive_buy_amount_proportion_large       DOUBLE
     passive_buy_volume_proportion_big       DOUBLE
     passive_buy_amount_proportion_big       DOUBLE
     passive_buy_volume_proportion_mid       DOUBLE
     passive_buy_amount_proportion_mid       DOUBLE
   passive_buy_volume_proportion_small       DOUBLE
   passive_buy_amount_proportion_small       DOUBLE
     passive_buy_volume_proportion_all       DOUBLE
     passive_buy_amount_proportion_all       DOUBLE
    passive_buy_volume_proportion_main       DOUBLE
    passive_buy_amount_proportion_main       DOUBLE
   active_sell_volume_proportion_large       DOUBLE
   active_sell_amount_proportion_large       DOUBLE
     active_sell_volume_proportion_big       DOUBLE
     active_sell_amount_proportion_big       DOUBLE
     active_sell_volume_proportion_mid       DOUBLE
     active_sell_amount_proportion_mid       DOUBLE
   active_sell_volume_proportion_small       DOUBLE
   active_sell_amount_proportion_small       DOUBLE
     active_sell_volume_proportion_all       DOUBLE
     active_sell_amount_proportion_all       DOUBLE
    active_sell_volume_proportion_main       DOUBLE
