                                             column_name  column_type
                                totbal_diff_of_cofia_ttm       DOUBLE
                                   subtotal_of_cofia_ttm       DOUBLE
                              spec_diff_of_net_cffia_ttm       DOUBLE
                            totbal_diff_of_net_cffia_ttm       DOUBLE
                                           net_cffia_ttm       DOUBLE
                      capital_contributions_received_ttm       DOUBLE
         cash_received_by_subsidiaries_from_minority_ttm       DOUBLE
                       cash_received_from_borrowings_ttm       DOUBLE
                       cash_received_from_bond_issue_ttm       DOUBLE
                  cash_received_from_other_financing_ttm       DOUBLE
                                  spec_diff_of_ciffa_ttm       DOUBLE
                                totbal_diff_of_ciffa_ttm       DOUBLE
                                      subtotal_ciffa_ttm       DOUBLE
                        cash_paid_for_debt_repayment_ttm       DOUBLE
           cash_paid_for_dividends_profits_interests_ttm       DOUBLE
               cash_paid_by_subsidiaries_to_minority_ttm       DOUBLE
                       cash_paid_for_other_financing_ttm       DOUBLE
                                  spec_diff_of_coffa_ttm       DOUBLE
                                totbal_diff_of_coffa_ttm       DOUBLE
                                   subtotal_of_coffa_ttm       DOUBLE
                              spec_diff_of_net_cfffa_ttm       DOUBLE
                            totbal_diff_of_net_cfffa_ttm       DOUBLE
                                           net_cfffa_ttm       DOUBLE
                       effect_of_exchange_chg_on_cce_ttm       DOUBLE
                          spec_diff_of_netinc_in_cce_ttm       DOUBLE
                        totbal_diff_of_netinc_in_cce_ttm       DOUBLE
                                       netinc_in_cce_ttm       DOUBLE
                                       cce_beginning_ttm       DOUBLE
                                          cce_ending_ttm       DOUBLE
                        net_profit_in_cashflow_sheet_ttm       DOUBLE
                            asset_impairment_reserve_ttm       DOUBLE
                          depreciation_of_fa_oga_pba_ttm       DOUBLE
                    amorization_of_intangible_assets_ttm       DOUBLE
          amortization_of_longterm_deferred_expenses_ttm       DOUBLE
                     loss_from_disposal_of_fa_ia_lta_ttm       DOUBLE
                  loss_from_scraping_of_fixed_assets_ttm       DOUBLE
                            loss_from_fair_value_chg_ttm       DOUBLE
                  finance_expenses_in_cashflow_sheet_ttm       DOUBLE
                                         invest_loss_ttm       DOUBLE
                     decrease_in_deferred_tax_assets_ttm       DOUBLE
                increase_in_deferred_tax_liabilities_ttm       DOUBLE
                             decrease_in_inventories_ttm       DOUBLE
                   decrease_in_operating_receivables_ttm       DOUBLE
                      increase_in_operating_payables_ttm       DOUBLE
                            others_in_cashflow_sheet_ttm       DOUBLE
                     spec_diff_of_net_cffoa_indirect_ttm       DOUBLE
                   totbal_diff_of_net_cffoa_indirect_ttm       DOUBLE
                                  net_cffoa_indirect_ttm       DOUBLE
                            debt_transfer_to_capital_ttm       DOUBLE
                           conv_corp_bonds_within_1y_ttm       DOUBLE
                              fin_lease_fixed_assets_ttm       DOUBLE
                                 cash_balance_ending_ttm       DOUBLE
                              cash_balance_beginning_ttm       DOUBLE
                                  cce_balance_ending_ttm       DOUBLE
                               cce_balance_beginning_ttm       DOUBLE
                 spec_diff_of_netinc_in_cce_indirect_ttm       DOUBLE
               totbal_diff_of_netinc_in_cce_indirect_ttm       DOUBLE
                              netinc_in_cce_indirect_ttm       DOUBLE
            credit_impairment_loss_in_cashflow_sheet_ttm       DOUBLE
