feature	year	n_total	%0	%+	%-	%+inf	%-inf	%nan	%finite	mean	std	min	5%	25%	50%	75%	95%	max
ni_raw	2015	1424960	0	4.75066	0.0691248	0	0	95.1802	4.81978	1.66038e+08	1.10644e+09	-9.79342e+07	3.72318e+06	2.84696e+07	5.04236e+07	9.20958e+07	4.11368e+08	3.0469e+10
ni_raw	2016	1424960	0	42.484	6.26509	0	0	51.2509	48.7491	6.98048e+08	7.73421e+09	-8.00528e+09	-1.05474e+08	1.93333e+07	6.48797e+07	1.9404e+08	1.37284e+09	2.76471e+11
ni_raw	2017	1424960	0	61.0006	8.36795	0	0	30.6315	69.3685	6.81278e+08	7.4508e+09	-8.04514e+09	-9.98405e+07	2.32827e+07	7.23769e+07	2.18259e+08	1.37096e+09	2.7769e+11
ni_raw	2018	1419120	0	67.3818	7.27923	0	0	25.3389	74.6611	7.21868e+08	7.37496e+09	-1.33487e+10	-6.09497e+07	2.86301e+07	8.5158e+07	2.65836e+08	1.56751e+09	2.82149e+11
ni_raw	2019	1424960	0	67.8172	9.01674	0	0	23.1661	76.8339	7.81236e+08	7.68349e+09	-1.33487e+10	-1.44773e+08	2.71438e+07	8.91451e+07	2.95233e+08	1.89536e+09	2.91863e+11
ni_raw	2020	1419120	0	67.5546	11.99	0	0	20.4554	79.5446	7.99935e+08	8.0845e+09	-2.46533e+10	-3.87618e+08	2.48814e+07	8.92063e+07	3.00498e+08	1.99232e+09	3.0495e+11
ni_raw	2021	1419120	0	70.2335	14.1665	0	0	15.6	84.4	7.95486e+08	8.22384e+09	-3.17301e+10	-4.6709e+08	2.71932e+07	9.64191e+07	3.10895e+08	2.05754e+09	3.14065e+11
ni_raw	2022	1413280	0	72.6291	15.9181	0	0	11.4528	88.5472	8.64993e+08	8.61272e+09	-3.17301e+10	-4.54881e+08	2.98923e+07	1.06825e+08	3.39101e+08	2.33013e+09	3.32122e+11
ni_raw	2023	1413280	0	74.1075	18.8121	0	0	7.08041	92.9196	9.19241e+08	9.21818e+09	-2.97425e+10	-4.63388e+08	2.55065e+07	1.06643e+08	3.47425e+08	2.49604e+09	3.5441e+11
ni_raw	2024	1413280	0	73.1262	22.4408	0	0	4.43295	95.5671	9.23975e+08	9.63687e+09	-2.97425e+10	-4.70338e+08	9.16667e+06	9.45264e+07	3.20565e+08	2.4425e+09	3.62238e+11
ni_raw	2025	1419120	0	71.2892	26.2197	0	0	2.49112	97.5089	9.01734e+08	9.81131e+09	-2.2777e+10	-5.00562e+08	-1.09696e+07	8.24802e+07	2.89049e+08	2.25115e+09	3.64928e+11
ni_raw	2026	467200	0	71.0203	27.8774	0	0	1.10231	98.8977	8.96534e+08	9.91607e+09	-6.90175e+10	-5.17523e+08	-1.73042e+07	7.68107e+07	2.81351e+08	2.22512e+09	3.67212e+11
mb	all	16083360	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2015	1424960	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2016	1424960	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2017	1424960	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2018	1419120	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2019	1424960	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2020	1419120	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2021	1419120	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2022	1413280	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2023	1413280	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2024	1413280	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2025	1419120	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
mb	2026	467200	40.4966	59.5034	0	0	0	0	100	0.595034	0.490885	0	0	0	1	1	1	1
list_age	all	16083360	0.0196725	73.7774	26.203	0	0	0	100	2777.8	3673.72	-4144	-2089	-93	1933	5363	9637	12942
list_age	2015	1424960	0.0156496	48.1288	51.8556	0	0	0	100	894.179	3475.42	-4144	-3086	-2061	-258	3088	7392	9161
list_age	2016	1424960	0.0159303	50.9341	49.0499	0	0	0	100	1259.07	3475.42	-3780	-2721	-1696	107	3453	7757	9526
list_age	2017	1424960	0.0307377	57.6331	42.3361	0	0	0	100	1625.04	3475.4	-3415	-2354	-1330	473	3820	8124	9890
list_age	2018	1419120	0.00739895	62.019	37.9736	0	0	0	100	1988.31	3475.42	-3051	-1992	-967	836	4183	8487	10254
list_age	2019	1424960	0.014246	64.2298	35.756	0	0	0	100	2354.69	3475.42	-2686	-1625	-601	1203	4549	8854	10622
list_age	2020	1419120	0.0307937	69.3138	30.6554	0	0	0	100	2721.46	3475.42	-2321	-1259	-234	1569	4916	9219	10988
list_age	2021	1419120	0.0369243	78.2054	21.7576	0	0	0	100	3086.37	3475.43	-1953	-894	131	1934	5281	9585	11353
list_age	2022	1413280	0.0302842	86.0014	13.9683	0	0	0	100	3452.09	3475.41	-1588	-527	497	2300	5647	9951	11717
list_age	2023	1413280	0.0221471	92.8883	7.08961	0	0	0	100	3815.74	3475.4	-1224	-163	861	2663	6011	10314	12081
list_age	2024	1413280	0.00707574	96.2373	3.75559	0	0	0	100	4181.43	3475.44	-860	201	1226	3030	6376	10681	12449
list_age	2025	1419120	0.00817408	98.0293	1.96248	0	0	0	100	4547.77	3475.41	-494	568	1592	3395	6742	11046	12814
list_age	2026	467200	0.0107021	99.4664	0.522902	0	0	0	100	4791.63	3474.02	-126	835	1831	3626	6993	11312	12942
low_p	all	16083360	99.0576	0.942434	0	0	0	0	100	0.00942434	0.0966205	0	0	0	0	0	0	1
low_p	2015	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
low_p	2016	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
low_p	2017	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
low_p	2018	1419120	99.9614	0.0386155	0	0	0	0	100	0.000386155	0.019647	0	0	0	0	0	0	1
low_p	2019	1424960	99.8603	0.139653	0	0	0	0	100	0.00139653	0.0373441	0	0	0	0	0	0	1
low_p	2020	1419120	99.5963	0.403701	0	0	0	0	100	0.00403701	0.0634091	0	0	0	0	0	0	1
low_p	2021	1419120	99.3347	0.665342	0	0	0	0	100	0.00665342	0.0812967	0	0	0	0	0	0	1
low_p	2022	1413280	98.9208	1.07919	0	0	0	0	100	0.0107919	0.103322	0	0	0	0	0	0	1
low_p	2023	1413280	98.2492	1.75082	0	0	0	0	100	0.0175082	0.131155	0	0	0	0	0	0	1
low_p	2024	1413280	97.4571	2.54288	0	0	0	0	100	0.0254288	0.157424	0	0	0	0	0	0	1
low_p	2025	1419120	96.9778	3.02223	0	0	0	0	100	0.0302223	0.171198	0	0	0	0	0	0	1
low_p	2026	467200	96.7802	3.21982	0	0	0	0	100	0.0321982	0.176526	0	0	0	0	0	0	1
low_mc	all	16083360	99.2508	0.74919	0	0	0	0	100	0.0074919	0.0862309	0	0	0	0	0	0	1
low_mc	2015	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
low_mc	2016	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
low_mc	2017	1424960	99.9924	0.00764934	0	0	0	0	100	7.64934e-05	0.00874572	0	0	0	0	0	0	1
low_mc	2018	1419120	99.9355	0.0644766	0	0	0	0	100	0.000644766	0.0253841	0	0	0	0	0	0	1
low_mc	2019	1424960	99.578	0.421977	0	0	0	0	100	0.00421977	0.0648225	0	0	0	0	0	0	1
low_mc	2020	1419120	99.4662	0.533781	0	0	0	0	100	0.00533781	0.0728651	0	0	0	0	0	0	1
low_mc	2021	1419120	99.2781	0.721856	0	0	0	0	100	0.00721856	0.0846549	0	0	0	0	0	0	1
low_mc	2022	1413280	99.0252	0.974754	0	0	0	0	100	0.00974754	0.0982473	0	0	0	0	0	0	1
low_mc	2023	1413280	98.7026	1.29741	0	0	0	0	100	0.0129741	0.113162	0	0	0	0	0	0	1
low_mc	2024	1413280	98.2656	1.73441	0	0	0	0	100	0.0173441	0.13055	0	0	0	0	0	0	1
low_mc	2025	1419120	97.9795	2.02055	0	0	0	0	100	0.0202055	0.140703	0	0	0	0	0	0	1
low_mc	2026	467200	97.7866	2.2134	0	0	0	0	100	0.022134	0.147119	0	0	0	0	0	0	1
limit_up	all	16083360	98.622	1.37795	0	0	0	0	100	0.0137795	0.116574	0	0	0	0	0	0	1
limit_up	2015	1424960	97.3034	2.69657	0	0	0	0	100	0.0269657	0.161983	0	0	0	0	0	0	1
limit_up	2016	1424960	98.9861	1.01392	0	0	0	0	100	0.0101392	0.100182	0	0	0	0	0	0	1
limit_up	2017	1424960	99.0715	0.928517	0	0	0	0	100	0.00928517	0.0959112	0	0	0	0	0	0	1
limit_up	2018	1419120	99.0431	0.956861	0	0	0	0	100	0.00956861	0.0973501	0	0	0	0	0	0	1
limit_up	2019	1424960	98.8404	1.15961	0	0	0	0	100	0.0115961	0.107059	0	0	0	0	0	0	1
limit_up	2020	1419120	98.5698	1.43018	0	0	0	0	100	0.0143018	0.118732	0	0	0	0	0	0	1
limit_up	2021	1419120	98.4155	1.5845	0	0	0	0	100	0.015845	0.124876	0	0	0	0	0	0	1
limit_up	2022	1413280	98.6121	1.38791	0	0	0	0	100	0.0138791	0.116989	0	0	0	0	0	0	1
limit_up	2023	1413280	99.1319	0.868122	0	0	0	0	100	0.00868122	0.0927678	0	0	0	0	0	0	1
limit_up	2024	1413280	98.3583	1.64171	0	0	0	0	100	0.0164171	0.127073	0	0	0	0	0	0	1
limit_up	2025	1419120	98.5607	1.43927	0	0	0	0	100	0.0143927	0.119103	0	0	0	0	0	0	1
limit_up	2026	467200	98.476	1.52397	0	0	0	0	100	0.0152397	0.122505	0	0	0	0	0	0	1
limit_dn	all	16083360	99.322	0.678036	0	0	0	0	100	0.00678036	0.0820633	0	0	0	0	0	0	1
limit_dn	2015	1424960	97.7936	2.20638	0	0	0	0	100	0.0220638	0.146891	0	0	0	0	0	0	1
limit_dn	2016	1424960	99.291	0.709002	0	0	0	0	100	0.00709002	0.0839032	0	0	0	0	0	0	1
limit_dn	2017	1424960	99.77	0.230042	0	0	0	0	100	0.00230042	0.0479074	0	0	0	0	0	0	1
limit_dn	2018	1419120	99.4121	0.5879	0	0	0	0	100	0.005879	0.0764489	0	0	0	0	0	0	1
limit_dn	2019	1424960	99.5596	0.440433	0	0	0	0	100	0.00440433	0.0662188	0	0	0	0	0	0	1
limit_dn	2020	1419120	99.3251	0.674855	0	0	0	0	100	0.00674855	0.0818719	0	0	0	0	0	0	1
limit_dn	2021	1419120	99.5325	0.467543	0	0	0	0	100	0.00467543	0.0682171	0	0	0	0	0	0	1
limit_dn	2022	1413280	99.4988	0.501245	0	0	0	0	100	0.00501245	0.070621	0	0	0	0	0	0	1
limit_dn	2023	1413280	99.7117	0.288266	0	0	0	0	100	0.00288266	0.0536129	0	0	0	0	0	0	1
limit_dn	2024	1413280	99.1768	0.823191	0	0	0	0	100	0.00823191	0.0903557	0	0	0	0	0	0	1
limit_dn	2025	1419120	99.4197	0.580289	0	0	0	0	100	0.00580289	0.0759554	0	0	0	0	0	0	1
limit_dn	2026	467200	99.4923	0.507705	0	0	0	0	100	0.00507705	0.0710723	0	0	0	0	0	0	1
profit_st	all	16083360	98.6315	1.36848	0	0	0	0	100	0.0136848	0.116179	0	0	0	0	0	0	1
profit_st	2015	1424960	99.8598	0.140214	0	0	0	0	100	0.00140214	0.037419	0	0	0	0	0	0	1
profit_st	2016	1424960	99.7488	0.251235	0	0	0	0	100	0.00251235	0.0500604	0	0	0	0	0	0	1
profit_st	2017	1424960	99.7785	0.22155	0	0	0	0	100	0.0022155	0.0470169	0	0	0	0	0	0	1
profit_st	2018	1419120	99.7587	0.241347	0	0	0	0	100	0.00241347	0.0490677	0	0	0	0	0	0	1
profit_st	2019	1424960	99.5704	0.429556	0	0	0	0	100	0.00429556	0.0653996	0	0	0	0	0	0	1
profit_st	2020	1419120	99.1188	0.88118	0	0	0	0	100	0.0088118	0.0934567	0	0	0	0	0	0	1
profit_st	2021	1419120	99.224	0.775974	0	0	0	0	100	0.00775974	0.0877469	0	0	0	0	0	0	1
profit_st	2022	1413280	98.693	1.30696	0	0	0	0	100	0.0130696	0.113573	0	0	0	0	0	0	1
profit_st	2023	1413280	97.956	2.04397	0	0	0	0	100	0.0204397	0.141499	0	0	0	0	0	0	1
profit_st	2024	1413280	97.716	2.28405	0	0	0	0	100	0.0228405	0.149395	0	0	0	0	0	0	1
profit_st	2025	1419120	96.8013	3.19874	0	0	0	0	100	0.0319874	0.175967	0	0	0	0	0	0	1
profit_st	2026	467200	88.5987	11.4013	0	0	0	0	100	0.114013	0.317827	0	0	0	0	0	1	1
revenue_st	all	16083360	99.9363	0.0636869	0	0	0	0	100	0.000636869	0.0252282	0	0	0	0	0	0	1
revenue_st	2015	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2016	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2017	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2018	1419120	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2019	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2020	1419120	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
revenue_st	2021	1419120	99.9996	0.000352331	0	0	0	0	100	3.52331e-06	0.00187704	0	0	0	0	0	0	1
revenue_st	2022	1413280	99.9033	0.0966546	0	0	0	0	100	0.000966546	0.0310743	0	0	0	0	0	0	1
revenue_st	2023	1413280	99.9471	0.0528558	0	0	0	0	100	0.000528558	0.0229843	0	0	0	0	0	0	1
revenue_st	2024	1413280	99.9435	0.0564644	0	0	0	0	100	0.000564644	0.0237555	0	0	0	0	0	0	1
revenue_st	2025	1419120	99.6699	0.330064	0	0	0	0	100	0.00330064	0.0573563	0	0	0	0	0	0	1
revenue_st	2026	467200	99.4343	0.565711	0	0	0	0	100	0.00565711	0.0750007	0	0	0	0	0	0	1
dividend_st	all	16083360	92.5457	7.45431	0	0	0	0	100	0.0745431	0.262653	0	0	0	0	0	1	1
dividend_st	2015	1424960	97.7448	2.25515	0	0	0	0	100	0.0225515	0.148469	0	0	0	0	0	0	1
dividend_st	2016	1424960	87.9219	12.0781	0	0	0	0	100	0.120781	0.325873	0	0	0	0	0	1	1
dividend_st	2017	1424960	86.0788	13.9212	0	0	0	0	100	0.139212	0.346168	0	0	0	0	0	1	1
dividend_st	2018	1419120	87.6936	12.3064	0	0	0	0	100	0.123064	0.328511	0	0	0	0	0	1	1
dividend_st	2019	1424960	91.2241	8.7759	0	0	0	0	100	0.087759	0.282944	0	0	0	0	0	1	1
dividend_st	2020	1419120	92.5266	7.47336	0	0	0	0	100	0.0747336	0.262961	0	0	0	0	0	1	1
dividend_st	2021	1419120	93.3156	6.68442	0	0	0	0	100	0.0668442	0.249752	0	0	0	0	0	1	1
dividend_st	2022	1413280	93.9492	6.05082	0	0	0	0	100	0.0605082	0.238426	0	0	0	0	0	1	1
dividend_st	2023	1413280	94.5583	5.44167	0	0	0	0	100	0.0544167	0.226838	0	0	0	0	0	1	1
dividend_st	2024	1413280	95.7978	4.20221	0	0	0	0	100	0.0420221	0.20064	0	0	0	0	0	0	1
dividend_st	2025	1419120	96.1325	3.86754	0	0	0	0	100	0.0386754	0.19282	0	0	0	0	0	0	1
dividend_st	2026	467200	95.9373	4.06271	0	0	0	0	100	0.0406271	0.197425	0	0	0	0	0	0	1
risk_warn	all	16083360	97.6548	2.34523	0	0	0	0	100	0.0234523	0.151335	0	0	0	0	0	0	1
risk_warn	2015	1424960	99.4488	0.551173	0	0	0	0	100	0.00551173	0.0740362	0	0	0	0	0	0	1
risk_warn	2016	1424960	98.994	1.00599	0	0	0	0	100	0.0100599	0.0997934	0	0	0	0	0	0	1
risk_warn	2017	1424960	98.8288	1.17119	0	0	0	0	100	0.0117119	0.107586	0	0	0	0	0	0	1
risk_warn	2018	1419120	98.6312	1.36881	0	0	0	0	100	0.0136881	0.116192	0	0	0	0	0	0	1
risk_warn	2019	1424960	97.9006	2.09936	0	0	0	0	100	0.0209936	0.143363	0	0	0	0	0	0	1
risk_warn	2020	1419120	96.7667	3.23327	0	0	0	0	100	0.0323327	0.176882	0	0	0	0	0	0	1
risk_warn	2021	1419120	96.6068	3.39316	0	0	0	0	100	0.0339316	0.181053	0	0	0	0	0	0	1
risk_warn	2022	1413280	97.1928	2.80723	0	0	0	0	100	0.0280723	0.165179	0	0	0	0	0	0	1
risk_warn	2023	1413280	97.4697	2.53028	0	0	0	0	100	0.0253028	0.157043	0	0	0	0	0	0	1
risk_warn	2024	1413280	97.0008	2.99919	0	0	0	0	100	0.0299919	0.170565	0	0	0	0	0	0	1
risk_warn	2025	1419120	96.0175	3.98254	0	0	0	0	100	0.0398254	0.195549	0	0	0	0	0	0	1
risk_warn	2026	467200	95.5912	4.40882	0	0	0	0	100	0.0440882	0.205291	0	0	0	0	0	0	1
trading_st	all	16083360	98.9388	1.0612	0	0	0	0	100	0.010612	0.102466	0	0	0	0	0	0	1
trading_st	2015	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
trading_st	2016	1424960	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
trading_st	2017	1424960	99.9937	0.00631597	0	0	0	0	100	6.31597e-05	0.00794705	0	0	0	0	0	0	1
trading_st	2018	1419120	99.927	0.073003	0	0	0	0	100	0.00073003	0.0270092	0	0	0	0	0	0	1
trading_st	2019	1424960	99.5196	0.480435	0	0	0	0	100	0.00480435	0.0691467	0	0	0	0	0	0	1
trading_st	2020	1419120	99.2991	0.700927	0	0	0	0	100	0.00700927	0.0834275	0	0	0	0	0	0	1
trading_st	2021	1419120	99.0562	0.943824	0	0	0	0	100	0.00943824	0.0966911	0	0	0	0	0	0	1
trading_st	2022	1413280	98.7503	1.24972	0	0	0	0	100	0.0124972	0.11109	0	0	0	0	0	0	1
trading_st	2023	1413280	98.2042	1.79575	0	0	0	0	100	0.0179575	0.132797	0	0	0	0	0	0	1
trading_st	2024	1413280	97.4292	2.57083	0	0	0	0	100	0.0257083	0.158264	0	0	0	0	0	0	1
trading_st	2025	1419120	96.8721	3.12792	0	0	0	0	100	0.0312792	0.174071	0	0	0	0	0	0	1
trading_st	2026	467200	96.661	3.33904	0	0	0	0	100	0.0333904	0.179654	0	0	0	0	0	0	1
new_list	all	16083360	73.0107	26.9893	0	0	0	0	100	0.269893	0.443904	0	0	0	0	1	1	1
new_list	2015	1424960	47.5273	52.4727	0	0	0	0	100	0.524727	0.499388	0	0	0	1	1	1	1
new_list	2016	1424960	50.3635	49.6365	0	0	0	0	100	0.496365	0.499987	0	0	0	0	1	1	1
new_list	2017	1424960	56.3835	43.6165	0	0	0	0	100	0.436165	0.495908	0	0	0	0	1	1	1
new_list	2018	1419120	61.681	38.319	0	0	0	0	100	0.38319	0.486164	0	0	0	0	1	1	1
new_list	2019	1424960	63.7135	36.2865	0	0	0	0	100	0.362865	0.480826	0	0	0	0	1	1	1
new_list	2020	1419120	68.1807	31.8193	0	0	0	0	100	0.318193	0.465775	0	0	0	0	1	1	1
new_list	2021	1419120	76.7414	23.2586	0	0	0	0	100	0.232586	0.422481	0	0	0	0	0	1	1
new_list	2022	1413280	84.862	15.138	0	0	0	0	100	0.15138	0.358419	0	0	0	0	0	1	1
new_list	2023	1413280	91.9349	8.06514	0	0	0	0	100	0.0806514	0.272299	0	0	0	0	0	1	1
new_list	2024	1413280	95.9453	4.05468	0	0	0	0	100	0.0405468	0.197238	0	0	0	0	0	0	1
new_list	2025	1419120	97.7304	2.26965	0	0	0	0	100	0.0226965	0.148934	0	0	0	0	0	0	1
new_list	2026	467200	99.0715	0.92851	0	0	0	0	100	0.0092851	0.0959108	0	0	0	0	0	0	1
pool_b	all	16083360	41.5849	58.4151	0	0	0	0	100	0.584151	0.492868	0	0	0	1	1	1	1
pool_b	2015	1424960	43.7826	56.2174	0	0	0	0	100	0.562174	0.496119	0	0	0	1	1	1	1
pool_b	2016	1424960	43.4284	56.5716	0	0	0	0	100	0.565716	0.495663	0	0	0	1	1	1	1
pool_b	2017	1424960	43.2505	56.7495	0	0	0	0	100	0.567495	0.495423	0	0	0	1	1	1	1
pool_b	2018	1419120	42.6351	57.3649	0	0	0	0	100	0.573649	0.494546	0	0	0	1	1	1	1
pool_b	2019	1424960	40.7072	59.2928	0	0	0	0	100	0.592928	0.491288	0	0	0	1	1	1	1
pool_b	2020	1419120	40.6856	59.3144	0	0	0	0	100	0.593144	0.491248	0	0	0	1	1	1	1
pool_b	2021	1419120	40.6211	59.3789	0	0	0	0	100	0.593789	0.491125	0	0	0	1	1	1	1
pool_b	2022	1413280	40.6546	59.3454	0	0	0	0	100	0.593454	0.491189	0	0	0	1	1	1	1
pool_b	2023	1413280	40.6278	59.3722	0	0	0	0	100	0.593722	0.491138	0	0	0	1	1	1	1
pool_b	2024	1413280	40.6721	59.3279	0	0	0	0	100	0.593279	0.491222	0	0	0	1	1	1	1
pool_b	2025	1419120	40.6443	59.3557	0	0	0	0	100	0.593557	0.491169	0	0	0	1	1	1	1
pool_b	2026	467200	40.6541	59.3459	0	0	0	0	100	0.593459	0.491188	0	0	0	1	1	1	1
close	all	16083360	0.0171171	72.5725	0	0	0	27.4104	72.5896	0.5	0.288471	0	0.0498938	0.249945	0.5	0.750068	0.937634	0.969823
close	2015	1424960	0.0170531	45.6741	0	0	0	54.3089	45.6911	0.5	0.288705	0	0.0498195	0.24991	0.5	0.75009	0.957785	0.969823
close	2016	1424960	0.0171233	49.4758	0	0	0	50.507	49.493	0.5	0.288655	0	0.0498313	0.249913	0.5	0.750088	0.952797	0.959637
close	2017	1424960	0.0171233	56.1776	0	0	0	43.8052	56.1948	0.5	0.288693	0	0.049878	0.249925	0.5	0.750075	0.960204	0.964737
close	2018	1419120	0.0171233	60.6626	0	0	0	39.3203	60.6797	0.5	0.288685	0	0.0498731	0.249929	0.5	0.750071	0.959693	0.966026
close	2019	1424960	0.0171233	63.4764	0	0	0	36.5065	63.4935	0.5	0.288639	0	0.0498798	0.25	0.5	0.750067	0.952355	0.962836
close	2020	1419120	0.0171233	68.8649	0	0	0	31.1179	68.8821	0.5	0.288558	0	0.0498883	0.249936	0.5	0.750064	0.945885	0.951423
close	2021	1419120	0.0171233	77.7532	0	0	0	22.2297	77.7703	0.5	0.288484	0	0.049897	0.249944	0.5	0.750056	0.940312	0.947512
close	2022	1413280	0.0171233	85.3541	0	0	0	14.6288	85.3712	0.5	0.288453	0	0.0499119	0.24995	0.5	0.75005	0.937744	0.943064
close	2023	1413280	0.0171233	91.6535	0	0	0	8.32942	91.6706	0.5	0.288387	0	0.0499174	0.249954	0.5	0.750047	0.934042	0.937968
close	2024	1413280	0.0171233	94.7898	0	0	0	5.1931	94.8069	0.5	0.288267	0	0.0499186	0.249955	0.5	0.750045	0.926748	0.933218
close	2025	1419120	0.0171233	96.5739	0	0	0	3.40901	96.591	0.5	0.288199	0	0.0499201	0.249956	0.5	0.750044	0.923929	0.92653
close	2026	467200	0.0171233	98.0109	0	0	0	1.97196	98.028	0.5	0.28821	0	0.0499299	0.249956	0.5	0.750044	0.924425	0.928247
mcap	all	16083360	0.0171171	72.5725	0	0	0	27.4104	72.5896	0.5	0.288667	0	0.0498927	0.249938	0.5	0.750062	0.954966	0.990344
mcap	2015	1424960	0.0170531	45.6741	0	0	0	54.3089	45.6911	0.5	0.288756	0	0.0498219	0.249908	0.5	0.750092	0.967601	0.981977
mcap	2016	1424960	0.0171233	49.4758	0	0	0	50.507	49.493	0.5	0.288767	0	0.0498298	0.249913	0.5	0.750087	0.95017	0.989299
mcap	2017	1424960	0.0171233	56.1776	0	0	0	43.8052	56.1948	0.5	0.288752	0	0.0498689	0.249925	0.5	0.750075	0.95116	0.990344
mcap	2018	1419120	0.0171233	60.6626	0	0	0	39.3203	60.6797	0.5	0.288738	0	0.0498718	0.249929	0.5	0.750071	0.954756	0.979208
mcap	2019	1424960	0.0171233	63.4764	0	0	0	36.5065	63.4935	0.5	0.288723	0	0.0498798	0.249932	0.5	0.750068	0.968358	0.977229
mcap	2020	1419120	0.0171233	68.8649	0	0	0	31.1179	68.8821	0.5	0.288656	0	0.0498877	0.249937	0.5	0.750063	0.955166	0.968636
mcap	2021	1419120	0.0171233	77.7532	0	0	0	22.2297	77.7703	0.5	0.288643	0	0.0498982	0.249944	0.5	0.750056	0.956168	0.960593
mcap	2022	1413280	0.0171233	85.3541	0	0	0	14.6288	85.3712	0.5	0.288642	0	0.0499068	0.24995	0.5	0.75005	0.956656	0.962883
mcap	2023	1413280	0.0171233	91.6535	0	0	0	8.32942	91.6706	0.5	0.288618	0	0.0499174	0.249954	0.5	0.750046	0.953997	0.960135
mcap	2024	1413280	0.0171233	94.7898	0	0	0	5.1931	94.8069	0.5	0.288595	0	0.0499187	0.249955	0.5	0.750045	0.95029	0.961112
mcap	2025	1419120	0.0171233	96.5739	0	0	0	3.40901	96.591	0.5	0.288627	0	0.0499201	0.249956	0.5	0.750044	0.955754	0.960071
mcap	2026	467200	0.0171233	98.0109	0	0	0	1.97196	98.028	0.5	0.28861	0	0.0499302	0.249957	0.5	0.750044	0.953916	0.95615
fmcap	all	16083360	0.0171171	72.5725	0	0	0	27.4104	72.5896	0.5	0.288362	0	0.0498927	0.249938	0.5	0.750062	0.933541	0.959333
fmcap	2015	1424960	0.0170531	45.6741	0	0	0	54.3089	45.6911	0.5	0.288583	0	0.0498219	0.249908	0.5	0.750092	0.944947	0.951961
fmcap	2016	1424960	0.0171233	49.4758	0	0	0	50.507	49.493	0.5	0.28863	0	0.0498298	0.249913	0.5	0.750087	0.94928	0.959333
fmcap	2017	1424960	0.0171233	56.1776	0	0	0	43.8052	56.1948	0.5	0.288291	0	0.0498689	0.249925	0.5	0.750075	0.929399	0.941176
fmcap	2018	1419120	0.0171233	60.6626	0	0	0	39.3203	60.6797	0.5	0.28839	0	0.0498718	0.249929	0.5	0.750071	0.93599	0.941874
fmcap	2019	1424960	0.0171233	63.4764	0	0	0	36.5065	63.4935	0.5	0.288466	0	0.0498798	0.249932	0.5	0.750068	0.938324	0.94275
fmcap	2020	1419120	0.0171233	68.8649	0	0	0	31.1179	68.8821	0.5	0.288497	0	0.0498872	0.249937	0.5	0.750063	0.940515	0.944302
fmcap	2021	1419120	0.0171233	77.7532	0	0	0	22.2297	77.7703	0.5	0.288357	0	0.0498982	0.249944	0.5	0.750056	0.931325	0.936359
fmcap	2022	1413280	0.0171233	85.3541	0	0	0	14.6288	85.3712	0.5	0.288226	0	0.0499068	0.24995	0.5	0.75005	0.924455	0.929178
fmcap	2023	1413280	0.0171233	91.6535	0	0	0	8.32942	91.6706	0.5	0.288205	0	0.0499171	0.249954	0.5	0.750046	0.923737	0.926563
fmcap	2024	1413280	0.0171233	94.7898	0	0	0	5.1931	94.8069	0.5	0.288225	0	0.0499187	0.249955	0.5	0.750045	0.926611	0.932226
fmcap	2025	1419120	0.0171233	96.5739	0	0	0	3.40901	96.591	0.5	0.288376	0	0.0499201	0.249956	0.5	0.750044	0.93374	0.937302
